author,date,rating,restaurant,review
['Ruby S.'],['9/6/2020'],['5 star rating'],['Next Level Burger'],"['Had errand to run up in Concord, decided we need sustenance before drive back to Oakland. Found a Vegan spot with GF bread option. Order to go, Nom in car. Thought there was an issue with charged amount & just got off the phone with manager Darwin (FTW)! We figured out everything and all was fine & on the level. Just note using CC vs Debit card may make you see a charge ""Pending"" that is a few above what the actual total is. Once pending stage is over, it charges exact amount. It can be confusing but a lot of companies do that.', 'Still, mngr Darwin was great (they get 5 stars just for dealing with me over the phone), burger was awesome and would happily go there again if up that way.', 'Thanks Ruby the five stars! Darwin is great and glad you were taken care of.']"
['Samantha S.'],['8/15/2020'],['4 star rating'],['Next Level Burger'],"[""Next level burger is awesome! Seriously a fully vegan spot with burgers AAAAND milkshakes?! Heck yeah! If you like to live life on the wild side definitely give The Animal a try! I've conquered that beast many times along with my favorite chocolate peanut butter milkshake! Mmmmm... heaven in my mouth!"", ""They have many different types of burgers and chicken sandwiches as well as salads and loaded fries! You can find just about any type of burger you like on this menus or just customize your own by adding whatever you'd like! There are several loaded fry/tater tot options."", 'Thanks Samantha for the four stars and awesome review!']"
"['Michelle D.', ""Elite '2020""]",['7/10/2020'],['5 star rating'],['Next Level Burger'],"[""Soooooo... I'm not vegan - but I appreciate flavorful food and the burger I had was amazing!!!! Came here as a friend of mine is vegan... and since I am not picky, I figured I'd give it a shot! \xa0"", ""Honestly, aside the texture difference, I would've never really guessed it was vegan or cared at that because of how flavorful my burger was! I just got a classic with the special sauce and some sweet potato fries. \xa0She had me try her pina colada shake she had and it was pretty good as well!"", ""I'd definitely go back!"", 'So wonderful to read this Michelle. Thanks so much for taking the time to write this review, it absolutely makes our day!']"
['A S.'],['9/24/2020'],['3 star rating'],['Next Level Burger'],"[""I'm glad they exist, but their price point for what you get is a little rough. A lot of extra money for fries that aren't necessarily worth it. The food itself is pretty good though, but not amazing. The to go containers for a $14 entree salad are too small for the price point. I think you've gotta be insanely good to charge that much. Especially since now you can easily buy good vegan cheese, patties, etc (all the same ingredients they use) in the store or at other restaurants. Same with the vegan salad dressings. Ultimately will you pay $6 for a kombucha when they are attached to WF365 and you can go grab one there. I get they have some additional flavors or brands, but it's too much. I also asked for something not to be added (they should take it seriously because of allergies) and it was added anyway."", ""Thanks A.S. for the feedback. We think our food is a great value for organic and non GMO ingredients plus paying our employees a living wage. We aren't your typical burger joint and we want to build a sustainable future for all of us. Regarding the extra item that was added. That is not okay, we don't roll that way and take allergies seriously. Feel free to email us at "", 'chitchat@nextlevelburger…', ' so we can learn more and make your next experience fantastic.']"
['Jamie F.'],['10/13/2020'],['1 star rating'],['Next Level Burger'],"['The woman that served us was rude and it was our first time there, we were excited and she made it so awful! She needs to be fired. I have seen quite a bit of reviews about bad service and now I see why. Businesses like that will go out of business with people like that. Waiting for our food at the moment, just so unfortunate to have people treat other people like that!', ""Hi Jamie, we don't roll like that. I'm sorry to hear that you were treated that way. Can you email us at "", 'chitchat@nextlevelburger…', ' sow we can learn more?']"
"['Sonnia P.', ""Elite '2020""]",['3/6/2020'],['5 star rating'],['Next Level Burger'],"['Next level flavors for next level foodies! ', ""Whether you're plant-based, vegan, flexitarian, or have a nagging vegan friend wanting a burger, Next Level's menu items are a sure win! "", 'Entirely plant-based ingredients with an array of burger styles, condiments, sides, and shakes! Ohhhhhh the shakes! But I digress ... ', 'Customer service is on point, complete with warm greetings, tasty suggestions, and prompt delivery. ', ""The food - don't let the first sight of what seems to be a small portion fool you! The food packs density AND flavor (POW! ... that was me getting knocked out about 3/4 of the way into my meal lol) "", ""Indoor seating is limited but don't stay inside - opt for outdoor seating to enjoy the fresh air and shopping views! "", ""If you're drooling over my pics, order the Beyond Burger with house sauce, pepper jack cheese, and tots. And don't forget the soy Mint Chocolate Chip shake with cocowhip! Mmmm! SO GOOD!"", 'Thanks Sonnia for the thoughtful review! Reading reviews like this really make our day.']"
"['Xavier Y.', ""Elite '2020""]",['12/28/2019'],['5 star rating'],['Next Level Burger'],"[""Great burger place if your looking for a vegetarian/vegan option. \xa0I'm not a vegan, but this place is really good! \xa0I had the Beyond Burger, french fries and orange cream shake. \xa0I like that there were many burger options and side options as well. \xa0The service was very friendly and they are always checking up on their customers. \xa0I'm glad more alternative burger joints are popping up."", 'PROS: Friendly service and great burger joint', 'CONS: Need to open up more locations!', 'TIPS: You can order online to order ahead', 'Thanks Xavier for stopping by and totally agree on more locations. :) This review makes our day!!']"
"['Mags W.', ""Elite '2020""]","['12/26/2019', '12/12/2019']","['5 star rating', '5 star rating']",['Next Level Burger'],"['I dined here with my Hubby recently. I ordered the ""chicken sandwich"" with air fried tots and he ordered the regular burger with ""American cheese"" and tots. ', 'The flavor of the chicken sandwich was good but the patty is a little light for me I think I prefer a heartier patty to keep me satisfied. But it was a great sandwich. ', 'The regular tot serving size is more than enough to keep you full. ', 'My hubby had the regular burger with everything on it, he finished his tots. ', ""I am wow'd by the great customer service and look forward to eating here in the near future."", ""I am just in awe at the service level provided, the assistance in picking out the right burger that would keep me satisfied and the absolutely fantastic presentation. I'm sure I'm being over dramatic with my descriptions but I truly was shocked and surprised at the experience I had at this little burger joint attached to Whole Foods."", 'The fries were offered deep fried or air fried, I opted for air fried. The sweet potato fries were just wonderful. The outside was crisp and the inside was soft and flavorful. These fries were not oily and the small size was satisfying. ', ""I had the classic burger with the blue cheese, lettuce, pickles and tomatoes. Holy crud this was fantastic! I love the way it fills up my belly but I don't feel weighed down and gross. "", ""I don't live in Concord but pass thru when I'm on my way to my family home. You can bet I'll be swinging by Next Level Burger again. "", 'Bravo!!']"
['Pablo A.'],['8/11/2020'],['1 star rating'],['Next Level Burger'],"['Beyond the staff doing their best, my review centers on the food. My son and I had a ""signature burger"" and a ""chicken burger"": the total was around $22 without fries! The chicken burger is nothing more than a chicken patty that comes from the chicken patties you can buy at Costco! The chicken burger (protein style) was dry and tasteless (actually, McDonald\'s chicken nuggets have more taste and a fraction of the price!), and it was just the patty on top of a bunch of lettuce leaves. While this was disappointing enough, their ""signature burger"" was outstandingly awful! It tasted like old, hardened, refried beans; actually more like a paste. It did not have any flavor other than disgusting. The worst part is that it definitely is NOT HEALTHY! My sugar level spiked 1 hr post-prandial as if I had had fried chicken or something with white flour in it! ', 'Is the place with it? HECK NO! EXPENSIVE, OVER RATED, AND TASTELESS. ', 'AVOID IT IF YOU CAN', 'Hi Pablo, there are definitely more healthy options if you watching your sugar levels. Just ask a server and we can we also have all our nutritional information online if you want to check ahead of time.']"
['Cøurtney S.'],['7/28/2020'],['5 star rating'],['Next Level Burger'],"[""Next Level Burger is the kind of food that you see in campaigns urging non-vegans to give compassion a chance. It's just as good (and as photogenic) as I hoped. A huge range of portion sizes and several good sauce options elevate this past just being a vegan burger place inside Whole Foods. The milkshakes are large enough to split at least two ways. "", 'Their chicken is my favorite!', 'Thanks Courtney for the five star review!']"
['Jennifer B.'],['9/20/2020'],['1 star rating'],['Next Level Burger'],['My husband and I have been coming here for over a year. Love the food. We have always received polite service until today. Not sure if we will be back.']
['Ruth S.'],['9/16/2020'],['5 star rating'],['Next Level Burger'],"[""Our go to place for healthy, feel good comfort food. The General Manager Kishna is a reflection of what you will find in any NLB. The CEO has the highest food/ingredient standards, customer service while serving a full range of healthy vegan food from burgers to chicken to sausage. Don't forget the tater tots...our obsession...french fries and sweet potato fries. Wash all this yummy food down with a healthy probiotic GT's Kombucha or one of their yummy shakes. The menu recently changed so if you haven't visited in the past month check out the yummy additions that are guaranteed to please. One final note, there are so many sauces that I lost count. You will find the perfect sauce to make you drool. Opps, I forgot the yummy salads. So much to choose from that everyone will be happy & feel healthier. This is our favorite restaurant. Mom is vegan and I'm not. We both LOVE IT!"", 'Thanks Ruth, this warms our hearts. So many great things about this review. Customers like you are fantastic!']"
"['Anna M.', ""Elite '2020""]",['12/2/2019'],['5 star rating'],['Next Level Burger'],"['Upon arrival, I was greeted with a friendly staff member along with the spiel of what Next Level burger is :) The staff here are super nice and helpful. The tables are really clean and ample space for this fast food place. ', ""The social burger was pretty good! It was small but packed with lots of protein and made it filling. The special style fries were soooo bomb. The sauce they have in it makes it so tasty and flavorful. I asked if they even sold the sauce in the store, but it's homemade so you can only get it there! You can't even tell this dish is vegan, so worth it for those who are curious. "", ""I'll have to come back for their shakes, so I'll update once I get my hands on one ;)"", 'Thanks Anna for the awesome review! The shakes are worth coming back for. Looking forward to your update.']"
"['Shayla B.', ""Elite '2020""]",['8/31/2019'],['3 star rating'],['Next Level Burger'],"[""This place is definitely overhyped. I'm not a vegan, but it's never a bad thing to be vegan curious. "", ""I've been meaning to come here for a looong time. I have to admit, the real reason why I came here was because I had a coupon for a free milkshake that I had been holding onto for months. Finally decided to put it to use, but this place was a let down for me. "", ""The store is actually located inside of Whole Foods in the Veranda. The inside portion is small, but they have a really cute patio. This was my first time ever having any kind of Vegan patty, and I was recommended to try the beyond burger since the consistency is supposed to mirror that of a real burger patty. I got the beyond burger, sweet potato fries, and a cookies n' cream milkshake."", ""Let's talk price points here: this place is expensive. I understand that it's vegan and it probably takes more time and energy to prepare, but had I not used the coupon for a free milkshake, my meal would have costed me almost $25 after tax and tip. That's even too expensive for a regular burger, fries, and milkshake. What makes it worse is that the overall quality was not up to par with the price tag."", ""The burger looked pretty good, but as soon as I bit into it, the patty started to disintegrate. This caused the bread to get soggy and everything started to fall apart. The veggies tasted fresh, but the cheese was hard and almost stale looking and tasting. Because of this, I couldn't really even taste the cheese. As a matter of fact, the whole burger lacked any type of decent flavor. Very disappointing. "", ""They give you a lot of milkshake. They gave me a full glass plus what was left in the tin. The milkshake was okay, but it tasted more like coconut than it did cookies n' cream. The coconut milk overpowered the taste. I only went with coconut milk because they didn't have any other option aside from soy milk and I don't like soy milk. I thought that maybe they would have at least had almond milk, but that wasn't the case. "", ""The only thing that I enjoyed were the sweet potato fries. Now. THOSE were scrumptious. Love the flavor and I loved the dipping sauce too. I would come back for those. I just wish that everything else tasted good too. In the end, I'm glad that I tried it. I just don't really foresee myself coming back here again in the future. Too pricey and not enough flavor for me."", ""Hi Shayla, thank you for your thoughtful feedback. On the price point, it's more than just being vegan, we use Non-GMO and organic ingredients and pay our employees a living wage. This makes it a good value and helps the overall health of our community. We have many styles of patties, be sure and try them all, some are more messy than others, but after all they are burgers. We hope you'll be back again and give us another try. For more feedback and feel free to email us at "", 'chitchat@nextlevelburger…', '.']"
['Chelsea N.'],['2/20/2020'],['4 star rating'],['Next Level Burger'],"[""I really like this place! It's attached next to Whole Foods which makes it convenient if you want to shop and grab a good meal before or after!"", 'Service is really great here! The cashier was really nice and helpful and she had great energy! Manager will very nice as well, super attentive.', ""Food is good! I've had a few things here and the burgers are my favorite. This last time I got the Kraut Dog which was a little to sour for my liking (should've know better as there's sour kraut on it, haha) but regardless great food for something fast!"", ""Basically this place is like a all plant based fast food but healthier and tasty! They also have vegan milkshakes! It's great for vegan and non vegan eaters alike. Trust me you won't be disappointed."", 'Thanks Chelsea for the thoughtful review and four stars!']"
"['Darwin P.', ""Elite '2020""]","['11/5/2019', '2/2/2019', '10/17/2018', '4/11/2018']","['5 star rating', '5 star rating', '5 star rating', '5 star rating']",['Next Level Burger'],"[""I am a constant here at Next Level, and they never disappoint. This time I got the Fish Sammy, but added their awesome Beyond Patty in it. It's also No Tomato gang around here; honestly, an under rated burger combo. "", ""It's not meat, but it is delicious; customer service can improve, as they don't support the Patriots here, but it is good enough for me to come back"", ""This time I came back and tried something different with an online order. The new menu has a 'Fish Sammy', which was bomb and really fulfilled me. They had a 'BEAST' option which I ordered online, but in person said it was not possible. It was okay since the burger was delicious. I would come back again!"", 'Came in again and got myself a Mexicali with added cheese. I gotta say, best burger yet: the house-made black bean patty made in house was bomb and the guacamole is the best! Also got a Ginger Apple Lemonade, which is a seasonal here. Drink was amazing. Definitely coming back :)', 'Perfect vegan burger joint. Absolutely everything is plant based. The burgers, the salads and shakes are the bomb. The burgers are satisfying, the salads are big portions, and the shakes, with coconut soft serve, are the best. Customer service on point']"
['Hannah P.'],['9/30/2020'],['5 star rating'],['Yum Squared Concord Thai cuisine'],"['So good! ', ""Ordered take out from Yum Squared after having my eye on it for a few months and was so happy we finally tried it! It was super easy ordering over the phone and the food was ready within 15 minutes. We ordered the creamy tom yum noodle soup with shrimp, eggplant tofu, and basil with shrimp and veggies. Each dish was delicious! The eggplant tofu was fried/dried tofu which is so different from the usual mushy tofu dishes from other places. It added a nice texture and soaked up the flavor of the sauce really well. I loved all the added herbs in this dish too. The soup was the best of the three dishes. I felt that it didn't really need the rice noodles and I could have just added rice or had it plain, but noodle soup always hits the spot so it was a nice touch. The sourness was perfect and creaminess made it super addicting. "", 'We will definitely order from here again - next time add more spiciness to each dish.']"
"['Ron L.', ""Elite '2020""]",['5/10/2020'],['5 star rating'],['Yum Squared Concord Thai cuisine'],"['And today is Mommy\'s Day! \xa0What does the Mommy in my life, aka the Hunny, really want? \xa0I shudder to ask, she may rap ""Well, I\'ll tell you what I want, what I really really want..."" \xa0Spicy, eh? \xa0Me cooking dinner, that\'s nearly every night of the week. \xa0Flowers, she goes ""meh"". \xa0We typically go out for breakfast before church, but now they\'re all take-out only (this was written when a virus that promised to kill 2 million people but had a death toll of only 30,000 was used as an excuse for the politicians to ruin the country, but I better get off my soapbox), so that\'s out. \xa0Well, she\'d seen a lot of ads for Yum Squared, so we went there.', 'Mother\'s Day Picnic at Todos Santos, a day early, why not. \xa0Her reaction: \xa0""This is good. \xa0This is very good. \xa0I\'ll need to tell the ladies about this [they go to Chili\'s once a month]."" \xa0You just don\'t get that kind of response from her about food. \xa0For that, and that the girl and I also thought our food was great, Yum Squared gets a full five stars.', 'From what I saw on the outside looking in, the space is a little small, refined, upscale. \xa0Pretty dark, so maybe the fire marshall will allow you to bring a candle to make it even more romantic. \xa0A Yelper encouraged me to ""pamper her"", and Yum Squared is a place for gastronomic pampering.', ""The food: \xa0We all had fried rice, and the Hunny and I had fried chicken too. \xa0I couldn't tell it was fried. \xa0Usually, you get crunchy skin, and that wasn't the case with Yum Squared, it was more like an Oriental spice baked in. \xa0Not that I hold it against the restaurant, it's just different. \xa0It had a good strong flavor, and had a late kick to its spice. \xa0Moist, so it went down easy. \xa0I'm not a fan of rice, but this had a sweet taste to it. \xa0One entree is too much food for most people; \xa0take the rest home, and enjoy it again!"", 'The Hunny always gets a Coke; \xa0this time, she got the Thai Iced Tea. \xa0Loved it. \xa0She just wished they offered more; \xa0like Si Robertson, she loves her huge glass of sweet tea, Southern style.', 'Yum Squared is a winner, one of many winners on three of four sides of Todos Santos Plaza. \xa0Especially if you want to pamper *your* hunny.']"
['Jackie B.'],['8/24/2020'],['4 star rating'],['Yum Squared Concord Thai cuisine'],"[""Ordered Pad See Ew, Coconut Milk Soup, chicken wings, satay, and fresh rolls. The appetizers are not worth it. 2-3 stars because of flavor and price. Pad See Ew did not have the 'smoky' wok flavor it is known for, but it was good. "", 'However, the Coconut Milk Soup - 5 stars! Amazing. All the flavors! ', 'Giving 4 stars because they take COVID safety seriously, and I would come here again to try more entrees (and definitely get the soup!)']"
['Nina L.'],['10/12/2020'],['5 star rating'],['Yum Squared Concord Thai cuisine'],"['First time coming to this place because we were craving Thai food for dinner. The food here was delicious ans all the flavors were awesome! Everything from the Thai iced tea and coffee, to the tom yum soup, to the main dish that I had; the Pineapple curry, was so tasty! ', 'The main thing that I want these people to be recognized for were the flavors, the heat and the spiciness! The chef knows what he/she is doing! ', 'If you are looking for a relatively new Thai spot to make your spot, then look no further. Pleasantly impressed and they have outdoor seating for a warm Fall evening.']"
['Thelma D.'],['10/5/2020'],['3 star rating'],['Yum Squared Concord Thai cuisine'],"[""For covid, the restaurants on this block have taken over the parking adjacent to the sidewalk, so there's a lot of dining area. \xa0It's quite pleasant overlooking the park."", ""The service was great. \xa0The food was pretty good, a notch above average. \xa0The bathroom was pretty dirty, which is why I'm bumping this down from 4 to 3 stars. \xa0Made me worry what their kitchen looked like. \xa0It needed a good scrubbing, dirty floors and surfaces.""]"
"['chanchoy p.', ""Elite '2020""]",['10/15/2020'],['3 star rating'],['Yum Squared Concord Thai cuisine'],"[""Service was slow. We seen 4-5 different people that ordered food after us get their food before us. The tom yum soup was good 8.5/10. Noodle salad 5/10 bland. Green mango salad 8/10 tasty, but other vegetables in the dish didn't compliment the mangoes. Rotti bread and curry 8/10""]"
['Nichole N.'],['7/27/2020'],['5 star rating'],['Yum Squared Concord Thai cuisine'],"[""We were craving some good Thai food and decided to give this local spot a shot. I'm so happy we did!!!! The flavor was excellent and the Coconut Soup is the BEST I've ever had!! "", ""Here's what we ordered: "", 'Pad Thai, spice level: Medium, chicken $11.50', 'Pad Kee Mow, spice level: Spicy, chicken $11.50', 'Coconut soup: spice level: medium, chicken $10 (this size fed a family of 4) ', ""SPICE LEVELS: So this is a warning for people who either one can't really handle spice or two have little kids. Our family enjoys really spicy food and I feel like even our kids can tolerate quite a bit of heat however Thai spice is different than what they are used to so I highly recommend if you are sensitive to spice to go for the non-spicy or mild.""]"
['Jessica M.'],['10/10/2020'],['1 star rating'],['Yum Squared Concord Thai cuisine'],"[""Bleh I've tried this place 3x times hoping it'll be better and it isn't. The food is very bland. I always have to ask for spices etc to add in my self. I miss the old Thai place that was here.""]"
['Julie Z.'],['9/7/2020'],['5 star rating'],['Yum Squared Concord Thai cuisine'],['Always amazing food. They have beautiful outdoor seating. Pad Thai is awesome. Yellow curry is top notch.']
"['Rachel L.', ""Elite '2020""]",['5/6/2020'],['3 star rating'],['Yum Squared Concord Thai cuisine'],"['I tried this place as soon as SIP took effect and it wasn\'t bad. \xa0The owner is super nice. \xa0During that visit, we ordered the Pad Thai, shrimp tempura, fried potstickers, ground chicken basil, and rice. \xa0The Pad Thai was just ""ok"". \xa0The ground chicken basil was also just ""ok"". \xa0Everything else was really good.', ""Today, I noticed they were added to the Uber Eats platform so I decided to give it another try. \xa0This time I ordered the roti with yellow curry, beef pad see ew, shrimp tempura, and ground chicken basil. \xa0The roti had 6 tiny pieces for $8.95. \xa0That was disappointing because the portion is small for the price. \xa0The ground chicken basil is really wet and the portion was also small for $11.25. \xa0I'm not a fan of noodle dishes that appear hefty due to the vegetables and minimal noodles, which was the case for the pad see ew."", ""It's nice to have a Thai restaurant again in Todos Santos, though.""]"
"['Nicolette C.', ""Elite '2020""]",['8/1/2020'],['5 star rating'],['Yum Squared Concord Thai cuisine'],"[""Food is always so good! I traveled all the was from Oakley. We use to have a restaurant located out here but I was so happy to hear there was one in concord. I got my neighbor hooked on yum squared. Cashew nut chicken is oh so addicting and our favorite noodles are pad Thai and pad se ew. This is a must try if you are thinking about it, do it. I promise it's good food.""]"
['Allyssa F.'],['5/13/2020'],['5 star rating'],['Yum Squared Concord Thai cuisine'],"['Stumbled on this place (during COVID 19 lock down), so I had to order to go, but I really enjoyed it. The owner was there and was super friendly and helpful. He took my order and chatted with me (6 feet away and with masks... of course) while I waited for my food. It was really good to connect with a stranger especially during a time of social distancing. ', ""I played it safe and went with Pad Thai with chicken and shrimp. He helped me with the spicy level (next time I'm getting Thai Spicy) because I love spicy food, but it is better to be able to up the spice vs it being too spicy to enjoy."", 'I cannot wait to go back and order more!']"
"['Michellyne U.', ""Elite '2020""]",['7/20/2020'],['4 star rating'],['Yum Squared Concord Thai cuisine'],"[""This restaurant was previously located in Brentwood off of Lone Tree. They have relocated to Concord and it's a much bigger space. Unfortunately inside dining is not yet open but they do have a couple tables for outside dining. The location is really nice as the park is front across the street from them and there are plenty other places available to grab coffee at Peets and Dessert at Baskin Robbins or Boba at T4. So since Covid-19 and Stay-at-home has been in place, I have actually been ordering their shrimp pad Thai and I love it here. It is seasoned and not dry. They have a good amount of shrimp and great size portion. The only thing is that it tastes better eaten right away rather than picking up to go and eating it at home especially if you don't reside close to this restaurant. It also takes about 20-25min to get our order and we asked for 2 orders of pad Thai. Overall, I'm happy that they are still open for business. Employees and owners are nice and respectful.""]"
['Jayjay S.'],['8/22/2020'],['2 star rating'],['Yum Squared Concord Thai cuisine'],"['Food was oookkkk. \xa0I am of Thai decent and was disappointed with how bland the food was. The service was slow being the only customer.', 'Thank you for choosing Yum Squared Concord. I am so sorry to hear about your recent experience and that we missed the mark here for you. Reading about your experience I can see how disappointing. We will seriously take your feedback to improve our food and service. Again, our sincerest apologies for your recent experience. We greatly appreciate your support and hope you will give us another chance to earn back your satisfaction!']"
"['Kaela D.', ""Elite '2020""]",['7/21/2020'],['4 star rating'],['Yum Squared Concord Thai cuisine'],"[""We ordered the Chicken Pad Thai, Chicken Pad See Ew, Roti with Yellow Curry, Basil Chicken, Calamari, and Green Curry (extra spicy). I was very happy with the food from here! First, the employees were very safe while handling the food. They had gloves and a mask. Second, the take out portions are really good! They give you more food than our usual Thai spot (Koon Thai on Clayton) AND its a little bit cheaper. My stepmom liked that their Pad See Ew actually had ground chicken. That's always a hit or miss with Thai restaurants around here. My favorite dish was the Roti. It was sweet, but when you eat it with the curry you get the salty to balance it out.""]"
"['Robert R.', ""Elite '2020""]",['3/10/2020'],['3 star rating'],['Yum Squared Concord Thai cuisine'],"['I recently saw this place open and wanted to give it a try. I was on the go and had decided to order takeout. I had ordered the Shrimp Pad Thai and it came out quickly. I was surprised since it was Lunch had just started and it was a busy Tuesday due to a Farmers Market happening nearby. \xa0The people who work there were friendly and helpful. The portion of Shrimp in the Pad Thai was abundant and it was good. The price for the dish was a little over $12.00, but I completely understand given the location of the restaurant. I will be back to try more of their menu and go at Dinner time with the rest of family.']"
['Patrick H.'],['2/21/2020'],['5 star rating'],['Yum Squared Concord Thai cuisine'],"[""Awesome new addition to Todos Santos Plaza's growing Restaurant enclave. Yum Squared closed their Brentwood location and moved to Concord. Housed in the former Woung Lang Lao space, the restaurant has been completely transformed. Stripped back, clean and modern the feel is open and inviting. "", 'I had the papaya salad to start. A great version, with lots of fresh veggies mixed in and wider cut strips of green papaya. For my entree I enjoyed the basil shrimp. Spice level 4 out of 5. An appropriate amount of heat without being overwhelming. Though it should be noted, in a chili head. ', 'Excited to have them here, looking forward to coming back soon. ', 'Please note: \xa0Restaurant still in soft open mode.']"
['Laura B.'],['6/14/2020'],['4 star rating'],['Yum Squared Concord Thai cuisine'],"['This lovely Thai restaurant delivers delicious', 'Fresh Thai food... we ordered online and our meal was delivered to our front porch right on time! And... they even called us before making a substitution! \xa0', 'During these Challenging times it is so great to find a restaurant that still embraces a high level of customer service. Their Tom Yum soup and green papaya salads were Both perfect starters to our meal. My spicy eggplant was perfectly seasoned and NOT overdone... their chicken satay was a big hit as well. We will definitely order from here again and hope to visit in person once things open up again. Highly recommend!!']"
['Carenna W.'],['9/1/2020'],['5 star rating'],['Yum Squared Concord Thai cuisine'],"['This place is really special the fried rice fried chicken is spectacular!!! The service is so friendly, kind, and smart. My husband was blown away we went back the next day because I had gone with a friend.']"
['Harsha R.'],['9/5/2020'],['5 star rating'],['Yum Squared Concord Thai cuisine'],"['The pad see ew, the pineapple fried rice and the larb salad are absolutely delicious! Authentic spice and heat in their dishes']"
['Erika R.'],['5/2/2020'],['5 star rating'],['La Fritanguera'],"[""Food was delicious, and service was fast, and portions were very good. All the nicaraguense items we ordered were delicious, don't sleep on this little spot in concord, they're still serving take out during the SIP so support local businesses and give this spot a try.""]"
['Jasmin B.'],['7/25/2020'],['5 star rating'],['La Fritanguera'],"['Whenever I crave my grandmothers type of cooking I order from here! The cacao is amazing, so is the carne. \xa0Nacatameles I always want to order but sold out. Nice little restaurant family owned time frequent']"
"['Sarah-Lorraine L.', ""Elite '2020""]",['3/5/2020'],['4 star rating'],['La Fritanguera'],"['WHY WE WENT HERE:', '- thank you luncheon with my friend for house/dogsitting for her', 'THE LOOK (FROM THE OUTSIDE):', '- located off Colfax St in between Willow Pass Rd and Concord Blvd', '- parking on the street right in front, but also located in a small lot in the back', 'THE LOOK (FROM THE INSIDE):', '- small, quaint', '- loved the Selena music playing in the background', 'THE MENU:', '- brunch menu (Saturday and Sunday 10AM-2PM)', '- tapas (appetizers)', '- bebidas (beverages)', '- entradas (entrees)', ""- para ninos (kid's menu)"", '- postres (desserts)', 'WHAT WE ORDERED:', '- pitaya con limon (dragon fruit limeade)', '- carne desmenuzada (shredded beef in Nicaraguan tangy onion and tomato sauce) with arroz blanco y frijoles (white rice and beans) and maduros (sweet plantains)', ""- guava cheese cake (unfortunately they ran out of this by the time we got there, NOOO! it's ok, next time)"", 'THE TASTE:', '- pitaya con limon = VERY refreshing!', ""- carne desmenuzada = the sauce was VERY tart (as a Filipino, I'm used to vinegary flavor); meat was tender but little amount and overshadowed by the amount of largely chopped onions and very saucy"", '- arroz blanco y frijoles = helped reduce the tartness', '- sweet plantains = cooked to perfection; def a good contrast to reduce the carne desmenuzada sauce', 'CUSTOMER SERVICE:', '- our hostess/server was very kind, warm, and welcoming', ""- I'd definitely come back again to try other menu items""]"
"['Adrienne A.', ""Elite '2020""]",['1/23/2020'],['4 star rating'],['La Fritanguera'],"['From the service to the food I felt like I was back in Centro America. ', 'The Carne Asada Lunch reminds me of something a friend that is a great cook might make. To me it has that home cooked comfort feel that can be difficult to find at restaurant. ', 'The Maduras were done really well! \xa0The beans, and rice were so good, and I opted to add the jalapeños which turned out to be a fantastic \xa0choice. ', 'I really enjoyed the dragonfruit limeade, and wish were in a bigger size. ', 'They have some great giveaways, different fun things going on; see photos', 'Thank you for your feedback']"
['Caroline S.'],['8/6/2020'],['4 star rating'],['La Fritanguera'],"[""The food was flavorful and the portion sizes were generous. The restaurant wasn't too busy when we went pre-covid, and the customer service was friendly and fast! Would recommend!""]"
['Blanca B.'],['9/15/2020'],['2 star rating'],['La Fritanguera'],"['Called \xa0ahead to place an order for pick up, even though I even got there earlier, my order was delayed 20 minutes more. The taste of the food was not bad, but not worth our drive from. San Jose. The packaging was terrible by the one we got home all the containers were practically leaking and falling apart. During this pandemic restaurants are relying take out, so I would expect that they should invest in better quality containers. Thy also gave me the wrong order.']"
['Mitra K.'],"['12/21/2019', '1/20/2018', '12/29/2017']","['5 star rating', '4 star rating', '5 star rating']",['La Fritanguera'],"['Best Nicaraguan food on our side of the Bay! We dine in and carry out often and it never disappoints. To add the icing on the cake, the owner is an exceptional caring woman that takes pride in all their cuisine. \xa0Give them a try and support a delicate family owned restaurant! ', 'P.S. they cater too!', 'Update for TAKE OUT ONLY:', ""I've eaten here many times, dine in which I give 5 stars for. \xa0 The food is spectacular. "", "" However, \xa0I wasn't feeling well tonight and decided to order for take out."", ""I'm truly disappointed in the quality taste of the food and the portion. The pork was dry and flavorless and both items we ordered were less than half the size . I'll stick to dining in only."", ""What can I say!? I can say so much about this place but let's get to the point . "", 'Our server Irene was golden! So sweet and helpful with all the entrees and explaining the dishes.', 'The food was sooooooo phenomal! The flavors were bursting and the portions were huge. Sangria was refreshing and Toña beer so light and crisp! ', 'Give it to me!']"
"['Mary O.', ""Elite '2020""]",['4/12/2019'],['5 star rating'],['La Fritanguera'],"[""I've been to the barbershop across the street from La Fritanguera, and every time I say I'm going to stop to sit and eat one day. Well, today was that day! \xa0"", ""Since it was our first time, we decided to share the El Nica, which is a platter of scrumptiousness. It is a sampler platter of meats, plantains, slaw, gallo pinto and more. See menu pic. We were offered creme' and habanero salsa and it completed each bite. The salsa is spicy to me but my husband loves spicy and he ate it all. He liked it with the pork. If I could eat more, I would have ordered some dessert, but since I devoured the maduros (sweet plantains) in seconds, I passed until we visit again. "", 'My husband got a Cacao drink and said it tasted like a chocolate horchata, so I had to try it! It was chocolatey goodness.', 'Since this was our first visit I will say, everyone was friendly and the place is quaint. The food is delicious and we will definitely be back!']"
